# x, y
-1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -5.960464477539062500e-08
-1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -5.960464477539062500e-08
0.000000000000000000e+00 -6.666666865348815918e-01
-5.000000000000000000e-01 -3.333333432674407959e-01
5.000000000000000000e-01 -5.833333730697631836e-01
-7.500000000000000000e-01 -1.666666865348815918e-01
2.500000000000000000e-01 -6.875000000000000000e-01
-2.500000000000000000e-01 -5.000000000000000000e-01
7.500000000000000000e-01 -3.541666865348815918e-01
-8.750000000000000000e-01 -8.333331346511840820e-02
1.250000000000000000e-01 -6.927083730697631836e-01
-3.750000000000000000e-01 -4.166666865348815918e-01
6.250000000000000000e-01 -4.843750298023223877e-01
-6.250000000000000000e-01 -2.500000000000000000e-01
3.750000000000000000e-01 -6.510416865348815918e-01
-1.250000000000000000e-01 -5.833333730697631836e-01
8.750000000000000000e-01 -1.927083730697631836e-01
-9.375000000000000000e-01 -4.166668653488159180e-02
6.250000000000000000e-02 -6.835937500000000000e-01
-4.375000000000000000e-01 -3.750000000000000000e-01
5.625000000000000000e-01 -5.377604365348815918e-01
-6.875000000000000000e-01 -2.083333432674407959e-01
3.125000000000000000e-01 -6.731771230697631836e-01
-1.875000000000000000e-01 -5.416666865348815918e-01
8.125000000000000000e-01 -2.773437798023223877e-01
-8.125000000000000000e-01 -1.250000000000000000e-01
1.875000000000000000e-01 -6.940104365348815918e-01
-3.125000000000000000e-01 -4.583333432674407959e-01
6.875000000000000000e-01 -4.231771230697631836e-01
-5.625000000000000000e-01 -2.916666865348815918e-01
4.375000000000000000e-01 -6.210937500000000000e-01
-6.250000000000000000e-02 -6.250000000000000000e-01
9.375000000000000000e-01 -1.002604365348815918e-01
-9.687500000000000000e-01 -2.083331346511840820e-02
3.125000000000000000e-02 -6.761068105697631836e-01
-4.687500000000000000e-01 -3.541666865348815918e-01
5.312500000000000000e-01 -5.615234375000000000e-01
-7.187500000000000000e-01 -1.875000000000000000e-01
2.812500000000000000e-01 -6.813151240348815918e-01
-2.187500000000000000e-01 -5.208333730697631836e-01
7.812500000000000000e-01 -3.167318105697631836e-01
-8.437500000000000000e-01 -1.041666865348815918e-01
1.562500000000000000e-01 -6.943359375000000000e-01
-3.437500000000000000e-01 -4.375000000000000000e-01
6.562500000000000000e-01 -4.547526240348815918e-01
-5.937500000000000000e-01 -2.708333432674407959e-01
4.062500000000000000e-01 -6.370443105697631836e-01
-9.375000000000000000e-02 -6.041666865348815918e-01
9.062500000000000000e-01 -1.474609971046447754e-01
-9.062500000000000000e-01 -6.250000000000000000e-02
9.375000000000000000e-02 -6.891276240348815918e-01
-4.062500000000000000e-01 -3.958333432674407959e-01
5.937500000000000000e-01 -5.120443105697631836e-01
-6.562500000000000000e-01 -2.291666865348815918e-01
3.437500000000000000e-01 -6.630859375000000000e-01
-1.562500000000000000e-01 -5.625000000000000000e-01
8.437500000000000000e-01 -2.360026240348815918e-01
-7.812500000000000000e-01 -1.458333134651184082e-01
2.187500000000000000e-01 -6.917318105697631836e-01
-2.812500000000000000e-01 -4.791666865348815918e-01
7.187500000000000000e-01 -3.896484673023223877e-01
-5.312500000000000000e-01 -3.125000000000000000e-01
4.687500000000000000e-01 -6.031901240348815918e-01
-3.125000000000000000e-02 -6.458333730697631836e-01
9.687500000000000000e-01 -5.110681056976318359e-02
-9.843750000000000000e-01 -1.041668653488159180e-02
1.562500000000000000e-02 -6.716308593750000000e-01
-4.843750000000000000e-01 -3.437500000000000000e-01
5.156250000000000000e-01 -5.726725459098815918e-01
-7.343750000000000000e-01 -1.770833432674407959e-01
2.656250000000000000e-01 -6.846517324447631836e-01
-2.343750000000000000e-01 -5.104166865348815918e-01
7.656250000000000000e-01 -3.356933891773223877e-01
-8.593750000000000000e-01 -9.375000000000000000e-02
1.406250000000000000e-01 -6.937662959098815918e-01
-3.593750000000000000e-01 -4.270833432674407959e-01
6.406250000000000000e-01 -4.698079824447631836e-01
